ID,URL,DOMAIN,PRICE,SUCCESS,LAST_UPDATED
1,https://puffitup.com/products/arizer-solo-2,puffitup.com,269.99,1,1686752322000
2,https://www.smokecartel.com/products/arizer-solo-ii-portable-dry-herb-vaporizer,smokecartel.com,289.99,1,1686752322021
3,https://www.vaporizerchief.com/arizer-solo-vaporizer/,vaporizerchief.com,239.99,1,1686752322020
